Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,some_difficulty,0.05,37,refugee,region,Tigray,select_one,Household
"Do any members of your household have difficulty with self-care, such as washing all over or dressing?",difficulty_self_care,no_difficulty,1,11,refugee,region,,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,a_lot_of_difficulty,0,1,refugee,region,Somali,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,no_difficulty,0.99,200,refugee,region,Somali,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,some_difficulty,0,1,refugee,region,Somali,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,a_lot_of_difficulty,0.01,6,refugee,region,Tigray,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,cannot_do_at_all,0.01,4,refugee,region,Tigray,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,no_difficulty,0.96,651,refugee,region,Tigray,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,some_difficulty,0.03,17,refugee,region,Tigray,select_one,Household
"Using your usual language, do any members of your houshold have difficulty
communicating, for example understanding or being understood?",difficulty_communicating,no_difficulty,1,11,refugee,region,,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,dk,0.04,8,refugee,region,Somali,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,dwta,0.01,1,refugee,region,Somali,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_spring,0.01,1,refugee,region,Somali,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_well,0.01,1,refugee,region,Somali,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,river,0.62,120,refugee,region,Somali,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_spring,0.07,13,refugee,region,Somali,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_well,0.01,2,refugee,region,Somali,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,water_trucking,0.24,46,refugee,region,Somali,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,borehole_manual,0,2,refugee,region,Tigray,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,hand_pump,0.19,127,refugee,region,Tigray,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,piped_into_dwelling,0,1,refugee,region,Tigray,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,piped_system,0,1,refugee,region,Tigray,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_spring,0,2,refugee,region,Tigray,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_well,0.12,80,refugee,region,Tigray,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,public_tap,0.52,353,refugee,region,Tigray,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_spring,0.16,108,refugee,region,Tigray,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,unprotected_well,0,2,refugee,region,Tigray,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,protected_well,0.18,2,refugee,region,,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,public_tap,0.45,5,refugee,region,,select_one,Household
What is the main source of drinking water for members of your household?,drinking_water_source,water_kiosk,0.36,4,refugee,region,,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,dk,0.01,2,refugee,region,Somali,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,protected_spring,0.02,3,refugee,region,Somali,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,protected_well,0.01,1,refugee,region,Somali,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,river,0.63,121,refugee,region,Somali,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,unprotected_spring,0.09,17,refugee,region,Somali,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,unprotected_well,0.01,2,refugee,region,Somali,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,water_trucking,0.24,46,refugee,region,Somali,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,borehole_manual,0.01,5,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,borehole_motorized,0,1,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,hand_pump,0.21,142,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,piped_system,0,1,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,protected_spring,0.01,10,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,protected_well,0.07,49,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,public_tap,0.41,280,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,river,0,1,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,unprotected_spring,0.26,173,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,unprotected_well,0.02,15,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,water_kiosk,0,1,refugee,region,Tigray,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,protected_well,0.18,2,refugee,region,,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,public_tap,0.36,4,refugee,region,,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,unprotected_well,0.09,1,refugee,region,,select_one,Household
"What is the main source of water for cooking, bathing and cleaning for your HH?",cleaning_water_source,water_kiosk,0.36,4,refugee,region,,select_one,Household
Where is your drinking water source located?,water_source_location,elsewhere,0.05,10,refugee,region,Somali,select_one,Household
Where is your drinking water source located?,water_source_location,in_own_dwelling,0.01,3,refugee,region,Somali,select_one,Household
Where is your drinking water source located?,water_source_location,in_own_yard_plot,0.04,9,refugee,region,Somali,select_one,Household
Where is your drinking water source located?,water_source_location,outside_the_kebele,0.68,138,refugee,region,Somali,select_one,Household
Where is your drinking water source located?,water_source_location,within_kebele,0.21,42,refugee,region,Somali,select_one,Household
Where is your drinking water source located?,water_source_location,outside_the_kebele,0.01,5,refugee,region,Tigray,select_one,Household
Where is your drinking water source located?,water_source_location,within_kebele,0.99,673,refugee,region,Tigray,select_one,Household
Where is your drinking water source located?,water_source_location,in_own_dwelling,0.18,2,refugee,region,,select_one,Household
Where is your drinking water source located?,water_source_location,within_kebele,0.82,9,refugee,region,,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,above_31minutes,0.29,56,refugee,region,Somali,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,below_5minutes,0.02,4,refugee,region,Somali,select_one,Household
How long does it take for members of your household to go to the location of drinking water source?,water_fetch_time,between_16_and_30_minutes,0.48,93,refugee,region,Somali,select_one,Household
